chapter_id,chapter_name,chapter_no,class_id,class_name,subject_id,subject_name,unit_id,unit_name,unit_no
60d1e3b048a5bb000420a686,Digestion in Humans,2.2,60dd8c7c01bce4172cf4899a,7,60b62b5f4b44826738114acb,Science,60d1e29748a5bb000420a66f,Nutrition in Animals,2
60d17f267849920004933d4c,Understanding Media,6,60dd8c7c01bce4172cf4899a,7,60c85dd9de9a2670e560f1eb,Social Science,60d17eb17849920004933d3b,Civics,1
60d180127849920004933d71,Life in Temperate Grasslands,9,60dd8c7c01bce4172cf4899a,7,60c85dd9de9a2670e560f1eb,Social Science,60d17eb17849920004933d3d,Geography,3
60d568662f660300042ba445,Manures,3,60bf71cad38e530a98c857fc,9,60b62b5f4b44826738114acb,Science,60cb3da6cc9b7012dcf94ab7,"Food, Food Production",5
60d18e377849920004933d9f,Adjectives,1.3,60c05895e82abc693455109d,6,60cc53337fd9443c34e3aa81,English,60d18c927849920004933d90,English Grammar,1
60d18e377849920004933d9d,Noun,1.1,60c05895e82abc693455109d,6,60cc53337fd9443c34e3aa81,English,60d18c927849920004933d90,English Grammar,1
60d18e377849920004933da8,Prepositions,1.12,60c05895e82abc693455109d,6,60cc53337fd9443c34e3aa81,English,60d18c927849920004933d90,English Grammar,1
60d18e377849920004933da4,Sentence and Phrases,1.8,60c05895e82abc693455109d,6,60cc53337fd9443c34e3aa81,English,60d18c927849920004933d90,English Grammar,1
60d18e377849920004933da1,Tenses,1.5,60c05895e82abc693455109d,6,60cc53337fd9443c34e3aa81,English,60d18c927849920004933d90,English Grammar,1
60d18e377849920004933da2,Verbs,1.6,60c05895e82abc693455109d,6,60cc53337fd9443c34e3aa81,English,60d18c927849920004933d90,English Grammar,1
